id,probe,phase,family,subtype,model,variant,metric,value,n,ci_low,ci_high,test,statistic,p_value,source_file,filter_applied,note
P1.1.GSM.Claude.canonical,P1,P1,GSM,--,Claude,canonical,accuracy,0.8409090909090909,44,0.7063350943621745,0.920734234422816,,,,GSM_P1_behavioral_claude.csv,bank-valid GSM IDs from question_bank_gsm.csv; drop mock; drop ERROR:; keep=last,
P1.5.WIS.Claude_vs_GPT-4o.paired.fisher_p,P1,P1,ALGO,WIS,Claude|GPT-4o,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_GPT-4o.paired.acc_diff,P1,P1,ALGO,WIS,Claude|GPT-4o,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_GPT-4o.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Claude|GPT-4o,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Claude_vs_GPT-4o.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Claude|GPT-4o,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Claude_vs_Llama.paired.fisher_p,P1,P1,ALGO,WIS,Claude|Llama,W3,fisher_p,1.0,17,,,fisher_exact,0.0,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_Llama.paired.acc_diff,P1,P1,ALGO,WIS,Claude|Llama,W3,acc_diff_A_minus_B,-0.058823529411764705,17,-0.17647058823529413,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Claude|Llama,W3,fisher_p,NOT_COMPUTABLE,0,,,fisher_exact,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,empty ID intersection
P1.5.WIS.Claude_vs_Gemini.paired.fisher_p,P1,P1,ALGO,WIS,Claude|Gemini,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_Gemini.paired.acc_diff,P1,P1,ALGO,WIS,Claude|Gemini,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Claude|Gemini,W3,fisher_p,1.0,2,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Claude_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Claude|Gemini,W3,acc_diff_A_minus_B,0.0,2,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Claude_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,WIS,Claude|o4-mini,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,WIS,Claude|o4-mini,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Claude_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Claude|o4-mini,W3,fisher_p,1.0,6,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Claude_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Claude|o4-mini,W3,acc_diff_A_minus_B,0.0,6,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_Llama.paired.fisher_p,P1,P1,ALGO,WIS,GPT-4o|Llama,W3,fisher_p,1.0,17,,,fisher_exact,0.0,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_Llama.paired.acc_diff,P1,P1,ALGO,WIS,GPT-4o|Llama,W3,acc_diff_A_minus_B,-0.058823529411764705,17,-0.17647058823529413,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,WIS,GPT-4o|Llama,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_Llama.canonically-matched.acc_diff,P1,P1,ALGO,WIS,GPT-4o|Llama,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_Gemini.paired.fisher_p,P1,P1,ALGO,WIS,GPT-4o|Gemini,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_Gemini.paired.acc_diff,P1,P1,ALGO,WIS,GPT-4o|Gemini,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,GPT-4o|Gemini,W3,fisher_p,1.0,3,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,GPT-4o|Gemini,W3,acc_diff_A_minus_B,0.0,3,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,WIS,GPT-4o|o4-mini,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,WIS,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.GPT-4o_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,GPT-4o|o4-mini,W3,fisher_p,1.0,6,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.GPT-4o_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,0.0,6,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Llama_vs_Gemini.paired.fisher_p,P1,P1,ALGO,WIS,Llama|Gemini,W3,fisher_p,1.0,17,,,fisher_exact,inf,1.0,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Llama_vs_Gemini.paired.acc_diff,P1,P1,ALGO,WIS,Llama|Gemini,W3,acc_diff_A_minus_B,0.058823529411764705,17,0.0,0.17647058823529413,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Llama_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Llama|Gemini,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Llama_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Llama|Gemini,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Llama_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,WIS,Llama|o4-mini,W3,fisher_p,1.0,17,,,fisher_exact,inf,1.0,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Llama_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,WIS,Llama|o4-mini,W3,acc_diff_A_minus_B,0.058823529411764705,17,0.0,0.17647058823529413,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Llama_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Llama|o4-mini,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Llama_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Llama|o4-mini,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Gemini_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,WIS,Gemini|o4-mini,W3,fisher_p,1.0,17,,,fisher_exact,,1.0,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Gemini_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,WIS,Gemini|o4-mini,W3,acc_diff_A_minus_B,0.0,17,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; paired; drop mock,
P1.5.WIS.Gemini_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,WIS,Gemini|o4-mini,W3,fisher_p,1.0,6,,,fisher_exact,,1.0,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.5.WIS.Gemini_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,WIS,Gemini|o4-mini,W3,acc_diff_A_minus_B,0.0,6,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen WIS adversarial IDs; canonically-matched; drop mock,
P1.6.GSM.Claude.phi,P1,P1,GSM,--,Claude,canonical_vs_W3,phi,0.17937400083354382,44,,,pearson_phi,0.17937400083354382,0.24399552004549802,GSM_P1_behavioral_claude.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.GSM.GPT-4o.phi,P1,P1,GSM,--,GPT-4o,canonical_vs_W3,phi,-0.03055661656760704,20,,,pearson_phi,-0.03055661656760704,0.8982411399221952,GSM_P1_behavioral_gpt4o.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.GSM.Llama.phi,P1,P1,GSM,--,Llama,canonical_vs_W3,phi,0.21004201260420152,20,,,pearson_phi,0.21004201260420152,0.37409588883804035,GSM_P1_behavioral_llama.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.GSM.Gemini.phi,P1,P1,GSM,--,Gemini,canonical_vs_W3,phi,0.01438886157672386,44,,,pearson_phi,0.01438886157672386,0.9261403657695628,GSM_P1_behavioral_gemini.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.GSM.o4-mini.phi,P1,P1,GSM,--,o4-mini,canonical_vs_W3,phi,0.6602316602316602,44,,,pearson_phi,0.6602316602316602,1.0825186906636662e-06,GSM_P1_behavioral_o1mini.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.ALGO.Claude.phi,P1,P1,ALGO,--,Claude,canonical_vs_W3,phi,0.1553797192134708,110,,,pearson_phi,0.1553797192134708,0.10504326397706293,ALGO_P1_behavioral_claude.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.ALGO.GPT-4o.phi,P1,P1,ALGO,--,GPT-4o,canonical_vs_W3,phi,0.43179525283925013,110,,,pearson_phi,0.43179525283925013,2.4772536192470295e-06,ALGO_P1_behavioral_gpt4o.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.ALGO.Llama.phi,P1,P1,ALGO,--,Llama,canonical_vs_W3,phi,-0.03268602252303067,110,,,pearson_phi,-0.03268602252303067,0.734618493273416,ALGO_P1_behavioral_llama.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.ALGO.Gemini.phi,P1,P1,ALGO,--,Gemini,canonical_vs_W3,phi,0.3774110716811936,110,,,pearson_phi,0.3774110716811936,4.8140986856398625e-05,ALGO_P1_behavioral_gemini.csv,per-problem paired canonical vs W3,Pearson on 0/1 = phi
P1.6.ALGO.o4-mini.phi,P1,P1,ALGO,--,o4-mini,canonical_vs_W3,phi,NOT_COMPUTABLE,110,,,pearson_phi,,,ALGO_P1_behavioral_o1mini.csv,per-problem paired canonical vs W3,degenerate 2x2 (zero variance)
P1.6.BW.Claude.phi,P1,P1,BW,--,Claude,canonical_vs_W3,phi,-0.04748357352484913,65,,,pearson_phi,-0.04748357352484913,0.7072077796401802,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Pearson on 0/1 = phi
P1.6.BW.GPT-4o.phi,P1,P1,BW,--,GPT-4o,canonical_vs_W3,phi,-0.11557516997606788,65,,,pearson_phi,-0.11557516997606788,0.3592504828814293,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Pearson on 0/1 = phi
P1.6.BW.Llama.phi,P1,P1,BW,--,Llama,canonical_vs_W3,phi,-0.04342552086122825,65,,,pearson_phi,-0.04342552086122825,0.731239931641628,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Pearson on 0/1 = phi
P1.6.BW.Gemini.phi,P1,P1,BW,--,Gemini,canonical_vs_W3,phi,0.031388241028717206,65,,,pearson_phi,0.031388241028717206,0.8039711264132818,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Pearson on 0/1 = phi
P1.6.BW.o4-mini.phi,P1,P1,BW,--,o4-mini,canonical_vs_W3,phi,-0.20994658400215022,65,,,pearson_phi,-0.20994658400215022,0.09323679127816979,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Pearson on 0/1 = phi
P2.1.GSM.Claude.parse_rate,P2,P1,GSM,,Claude,,declaration_parse_rate,0.9090909090909091,44,,,,,,GSM_P2_phase1_claude.csv,drop mock,
P2.1.GSM.Claude.n_parseable,P2,P1,GSM,,Claude,,n_parseable,40,44,,,,,,GSM_P2_phase1_claude.csv,drop mock,
P2.1.GSM.Claude.n_empty_declarations,P2,P1,GSM,,Claude,,n_empty_declarations,2,44,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Claude.n_declared_then_diverged,P2,P1,GSM,,Claude,,n_declared_then_diverged,12,44,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.Claude.empty_acc,P2,P1,GSM,,Claude,,empty_declaration_accuracy,0.0,2,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Claude.diverged_acc,P2,P1,GSM,,Claude,,declared_then_diverged_accuracy,0.9166666666666666,12,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.GPT-4o.parse_rate,P2,P1,GSM,,GPT-4o,,declaration_parse_rate,0.45454545454545453,44,,,,,,GSM_P2_phase1_gpt4o.csv,drop mock,
P2.1.GSM.GPT-4o.n_parseable,P2,P1,GSM,,GPT-4o,,n_parseable,20,44,,,,,,GSM_P2_phase1_gpt4o.csv,drop mock,
P2.1.GSM.GPT-4o.n_empty_declarations,P2,P1,GSM,,GPT-4o,,n_empty_declarations,17,44,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.GPT-4o.n_declared_then_diverged,P2,P1,GSM,,GPT-4o,,n_declared_then_diverged,12,44,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.GPT-4o.empty_acc,P2,P1,GSM,,GPT-4o,,empty_declaration_accuracy,0.7058823529411765,17,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.GPT-4o.diverged_acc,P2,P1,GSM,,GPT-4o,,declared_then_diverged_accuracy,0.6666666666666666,12,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.Llama.parse_rate,P2,P1,GSM,,Llama,,declaration_parse_rate,0.45454545454545453,44,,,,,,GSM_P2_phase1_llama.csv,drop mock,
P2.1.GSM.Llama.n_parseable,P2,P1,GSM,,Llama,,n_parseable,20,44,,,,,,GSM_P2_phase1_llama.csv,drop mock,
P2.1.GSM.Llama.n_empty_declarations,P2,P1,GSM,,Llama,,n_empty_declarations,13,44,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Llama.n_declared_then_diverged,P2,P1,GSM,,Llama,,n_declared_then_diverged,11,44,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.Llama.empty_acc,P2,P1,GSM,,Llama,,empty_declaration_accuracy,0.6153846153846154,13,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Llama.diverged_acc,P2,P1,GSM,,Llama,,declared_then_diverged_accuracy,0.36363636363636365,11,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.Gemini.parse_rate,P2,P1,GSM,,Gemini,,declaration_parse_rate,0.8181818181818182,44,,,,,,GSM_P2_phase1_gemini.csv,drop mock,
P2.1.GSM.Gemini.n_parseable,P2,P1,GSM,,Gemini,,n_parseable,36,44,,,,,,GSM_P2_phase1_gemini.csv,drop mock,
P2.1.GSM.Gemini.n_empty_declarations,P2,P1,GSM,,Gemini,,n_empty_declarations,3,44,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Gemini.n_declared_then_diverged,P2,P1,GSM,,Gemini,,n_declared_then_diverged,7,44,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.Gemini.empty_acc,P2,P1,GSM,,Gemini,,empty_declaration_accuracy,0.3333333333333333,3,,,,,,GSM_P2_cci.csv,cci_total==0,
P2.1.GSM.Gemini.diverged_acc,P2,P1,GSM,,Gemini,,declared_then_diverged_accuracy,0.8571428571428571,7,,,,,,GSM_P2_cci.csv,cci_score==0 and cci_total>0,
P2.1.GSM.o4-mini.parse_rate,P2,P1,GSM,,o4-mini,,declaration_parse_rate,0.9772727272727273,44,,,,,,GSM_P2_phase1_o1mini.csv,drop mock,
P2.1.GSM.o4-mini.n_parseable,P2,P1,GSM,,o4-mini,,n_parseable,43,44,,,,,,GSM_P2_phase1_o1mini.csv,drop mock,
P2.1.GSM.o4-mini.n_empty_declarations,P2,P1,GSM,,o4-mini,,n_empty_declarations,1,44,,,,,,GSM_P2_phase1_o1mini.csv,cci_total==0,
P2.1.GSM.o4-mini.n_declared_then_diverged,P2,P1,GSM,,o4-mini,,n_declared_then_diverged,16,44,,,,,,GSM_P2_phase1_o1mini.csv,cci_score==0 and cci_total>0,
P2.1.GSM.o4-mini.empty_acc,P2,P1,GSM,,o4-mini,,empty_declaration_accuracy,0.0,1,,,,,,GSM_P2_phase1_o1mini.csv,cci_total==0,
P2.1.GSM.o4-mini.diverged_acc,P2,P1,GSM,,o4-mini,,declared_then_diverged_accuracy,0.9375,16,,,,,,GSM_P2_phase1_o1mini.csv,cci_score==0 and cci_total>0,
P2.1.ALGO.Claude.parse_rate,P2,P1,ALGO,,Claude,,declaration_parse_rate,0.7636363636363637,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,drop mock; keep=last,
P2.1.ALGO.Claude.n_empty_declarations,P2,P1,ALGO,,Claude,,n_empty_declarations,19,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,unparseable_q2 or empty stated_algorithm,
P2.1.ALGO.GPT-4o.parse_rate,P2,P1,ALGO,,GPT-4o,,declaration_parse_rate,0.8545454545454545,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,drop mock; keep=last,
P2.1.ALGO.GPT-4o.n_empty_declarations,P2,P1,ALGO,,GPT-4o,,n_empty_declarations,11,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,unparseable_q2 or empty stated_algorithm,
P2.1.ALGO.Llama.parse_rate,P2,P1,ALGO,,Llama,,declaration_parse_rate,0.6909090909090909,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,drop mock; keep=last,
P2.1.ALGO.Llama.n_empty_declarations,P2,P1,ALGO,,Llama,,n_empty_declarations,20,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,unparseable_q2 or empty stated_algorithm,
P2.1.ALGO.Gemini.parse_rate,P2,P1,ALGO,,Gemini,,declaration_parse_rate,0.6545454545454545,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,drop mock; keep=last,
P2.1.ALGO.Gemini.n_empty_declarations,P2,P1,ALGO,,Gemini,,n_empty_declarations,33,110,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,unparseable_q2 or empty stated_algorithm,
P2.1.ALGO.o4-mini.parse_rate,P2,P1,ALGO,,o4-mini,,declaration_parse_rate,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,,No ALGO Phase-1 declaration file for this model
P2.1.ALGO.o4-mini.n_empty_declarations,P2,P1,ALGO,,o4-mini,,n_empty_declarations,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase1_* (new overlays keep=last); no o1mini file,,no phase1
P2.2.GSM.Claude.acc_p2a,P2,P2A,GSM,,Claude,,fresh_session_accuracy,0.8636363636363636,44,0.7329026247825904,0.9359713259213994,,,,GSM_P2_cci.csv,drop mock,all sessions including unparseable
P2.2.GSM.Claude.cci_mean,P2,P2A,GSM,,Claude,,CCI_mean,0.23105909090909088,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.Claude.cci_median,P2,P2A,GSM,,Claude,,CCI_median,0.21635,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.3.GSM.Claude.tep_mean,P2,P2B,GSM,,Claude,,TEP_mean,0.5390159090909091,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.GPT-4o.acc_p2a,P2,P2A,GSM,,GPT-4o,,fresh_session_accuracy,0.7045454545454546,44,0.5577952061434273,0.818446391127567,,,,GSM_P2_cci.csv,drop mock,all sessions including unparseable
P2.2.GSM.GPT-4o.cci_mean,P2,P2A,GSM,,GPT-4o,,CCI_mean,0.10833409090909091,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.GPT-4o.cci_median,P2,P2A,GSM,,GPT-4o,,CCI_median,0.0,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.3.GSM.GPT-4o.tep_mean,P2,P2B,GSM,,GPT-4o,,TEP_mean,0.5984863636363635,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.Llama.acc_p2a,P2,P2A,GSM,,Llama,,fresh_session_accuracy,0.45454545454545453,44,0.3170500778685361,0.599340678293465,,,,GSM_P2_cci.csv,drop mock,all sessions including unparseable
P2.2.GSM.Llama.cci_mean,P2,P2A,GSM,,Llama,,CCI_mean,0.16723181818181818,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.Llama.cci_median,P2,P2A,GSM,,Llama,,CCI_median,0.0,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.3.GSM.Llama.tep_mean,P2,P2B,GSM,,Llama,,TEP_mean,0.7727272727272727,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.Gemini.acc_p2a,P2,P2A,GSM,,Gemini,,fresh_session_accuracy,0.8863636363636364,44,0.7602056485186641,0.950472924104325,,,,GSM_P2_cci.csv,drop mock,all sessions including unparseable
P2.2.GSM.Gemini.cci_mean,P2,P2A,GSM,,Gemini,,CCI_mean,0.2696977272727273,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.Gemini.cci_median,P2,P2A,GSM,,Gemini,,CCI_median,0.25,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.3.GSM.Gemini.tep_mean,P2,P2B,GSM,,Gemini,,TEP_mean,0.6515136363636364,44,,,,,,GSM_P2_cci.csv,all sessions,
P2.2.GSM.o4-mini.acc_p2a,P2,P2A,GSM,,o4-mini,,fresh_session_accuracy,0.9545454545454546,44,0.8486472847469684,0.9874451536330189,,,,GSM_P2_phase1_o1mini.csv,drop mock,all sessions including unparseable
